,CD8_T_cell,M0_macrophage,M1_macrophage,M2_macrophage,exhausted_T_cell,naive_T_cell,tumor,Total de agentes
rule4_vs_rule10_HM0.5_0.5_rep4,19.0,1.0,24.0,259.0,520.0,58.0,1314.0,2195.0
rule4_vs_rule10_HM0.5_0.5_rep5,28.0,2.0,25.0,258.0,515.0,59.0,1301.0,2188.0
rule4_vs_rule10_HM0.5_0.5_rep6,20.0,1.0,30.0,267.0,490.0,40.0,1310.0,2158.0
rule4_vs_rule10_HM0.5_0.5_rep7,39.0,1.0,24.0,258.0,489.0,45.0,1312.0,2168.0
rule4_vs_rule10_HM0.5_0.5_rep8,19.0,2.0,19.0,247.0,549.0,48.0,1312.0,2196.0
rule4_vs_rule10_HM0.5_0.5_rep9,29.0,1.0,19.0,240.0,570.0,41.0,1264.0,2164.0
rule4_vs_rule10_HM0.5_2.0_rep1,27.0,1.0,31.0,232.0,514.0,47.0,1307.0,2159.0
rule4_vs_rule10_HM0.5_2.0_rep10,33.0,1.0,23.0,233.0,523.0,41.0,1278.0,2132.0
rule4_vs_rule10_HM0.5_2.0_rep2,24.0,2.0,24.0,250.0,530.0,45.0,1329.0,2204.0
rule4_vs_rule10_HM0.5_2.0_rep3,27.0,1.0,12.0,242.0,551.0,50.0,1254.0,2137.0
rule4_vs_rule10_HM0.5_2.0_rep4,37.0,2.0,31.0,237.0,585.0,41.0,1306.0,2239.0
rule4_vs_rule10_HM0.5_2.0_rep5,28.0,1.0,30.0,236.0,531.0,43.0,1302.0,2171.0
rule4_vs_rule10_HM0.5_2.0_rep6,44.0,1.0,17.0,244.0,579.0,51.0,1250.0,2186.0
rule4_vs_rule10_HM0.5_2.0_rep7,44.0,1.0,31.0,215.0,529.0,41.0,1255.0,2116.0
rule4_vs_rule10_HM0.5_2.0_rep8,22.0,1.0,28.0,240.0,541.0,39.0,1201.0,2072.0
rule5_vs_rule6_HM0.5_2.0_rep8,40.0,1.0,14.0,236.0,558.0,54.0,1178.0,2081.0
rule5_vs_rule6_HM0.5_2.0_rep9,29.0,1.0,21.0,223.0,534.0,71.0,1250.0,2129.0
rule5_vs_rule6_HM0.5_5.0_rep1,35.0,1.0,13.0,249.0,576.0,44.0,1187.0,2105.0
rule5_vs_rule6_HM0.5_5.0_rep10,27.0,1.0,22.0,234.0,537.0,52.0,1160.0,2033.0
rule5_vs_rule6_HM0.5_5.0_rep2,30.0,1.0,14.0,245.0,560.0,56.0,1195.0,2101.0
rule5_vs_rule6_HM0.5_5.0_rep3,29.0,1.0,12.0,224.0,621.0,39.0,1196.0,2122.0
rule5_vs_rule6_HM0.5_5.0_rep4,36.0,1.0,24.0,219.0,634.0,47.0,1150.0,2111.0
rule5_vs_rule6_HM0.5_5.0_rep5,39.0,1.0,20.0,242.0,577.0,26.0,1226.0,2131.0
rule5_vs_rule6_HM0.5_5.0_rep6,21.0,1.0,13.0,258.0,570.0,45.0,1213.0,2121.0
rule5_vs_rule6_HM0.5_5.0_rep7,32.0,1.0,21.0,240.0,543.0,36.0,1201.0,2074.0
rule5_vs_rule6_HM0.5_5.0_rep8,26.0,1.0,20.0,245.0,584.0,47.0,1256.0,2179.0
rule5_vs_rule6_HM0.5_5.0_rep9,39.0,1.0,15.0,231.0,571.0,47.0,1140.0,2044.0
rule5_vs_rule6_HM2.0_0.2_rep1,18.0,1.0,16.0,235.0,509.0,57.0,1265.0,2101.0
rule5_vs_rule7_HM0.5_0.2_rep8,39.0,1.0,27.0,225.0,542.0,44.0,1204.0,2082.0
rule5_vs_rule7_HM0.5_0.2_rep9,37.0,1.0,20.0,243.0,554.0,45.0,1203.0,2103.0
rule5_vs_rule7_HM0.5_0.5_rep1,41.0,1.0,15.0,239.0,510.0,59.0,1279.0,2144.0
rule5_vs_rule7_HM0.5_0.5_rep10,23.0,1.0,16.0,243.0,524.0,41.0,1273.0,2121.0
rule5_vs_rule7_HM0.5_0.5_rep2,38.0,1.0,24.0,218.0,554.0,30.0,1185.0,2050.0
rule5_vs_rule7_HM0.5_0.5_rep3,23.0,1.0,17.0,232.0,506.0,37.0,1199.0,2015.0
rule5_vs_rule7_HM0.5_0.5_rep4,26.0,1.0,25.0,243.0,503.0,44.0,1257.0,2099.0
rule5_vs_rule7_HM0.5_0.5_rep5,35.0,1.0,22.0,211.0,583.0,30.0,1182.0,2064.0
rule5_vs_rule7_HM0.5_0.5_rep6,23.0,1.0,22.0,236.0,511.0,45.0,1216.0,2054.0
rule5_vs_rule7_HM0.5_0.5_rep7,22.0,1.0,19.0,252.0,516.0,46.0,1283.0,2139.0
rule5_vs_rule7_HM0.5_0.5_rep8,26.0,1.0,17.0,224.0,587.0,45.0,1210.0,2110.0
rule5_vs_rule7_HM0.5_0.5_rep9,39.0,1.0,26.0,217.0,610.0,37.0,1094.0,2024.0
rule5_vs_rule7_HM0.5_2.0_rep1,28.0,1.0,12.0,234.0,524.0,53.0,1270.0,2122.0
rule5_vs_rule8_HM0.2_2.0_rep8,52.0,1.0,18.0,219.0,579.0,47.0,1150.0,2066.0
rule5_vs_rule8_HM0.2_2.0_rep9,36.0,1.0,21.0,227.0,590.0,51.0,1223.0,2149.0
rule5_vs_rule8_HM0.2_5.0_rep1,33.0,1.0,10.0,241.0,568.0,55.0,1220.0,2128.0
rule5_vs_rule8_HM0.2_5.0_rep10,26.0,1.0,28.0,221.0,583.0,42.0,1209.0,2110.0
rule5_vs_rule8_HM0.2_5.0_rep2,26.0,1.0,29.0,230.0,567.0,34.0,1184.0,2071.0
rule5_vs_rule8_HM0.2_5.0_rep3,31.0,1.0,24.0,239.0,593.0,40.0,1186.0,2114.0
rule5_vs_rule8_HM0.2_5.0_rep4,38.0,1.0,33.0,248.0,578.0,36.0,1175.0,2109.0
rule5_vs_rule8_HM0.2_5.0_rep5,28.0,1.0,19.0,233.0,555.0,47.0,1230.0,2113.0
rule5_vs_rule8_HM0.2_5.0_rep6,37.0,1.0,28.0,225.0,544.0,41.0,1159.0,2035.0
rule5_vs_rule8_HM0.2_5.0_rep7,31.0,1.0,10.0,236.0,548.0,75.0,1219.0,2120.0
rule5_vs_rule8_HM0.2_5.0_rep8,37.0,1.0,16.0,241.0,548.0,65.0,1158.0,2066.0
rule5_vs_rule8_HM0.2_5.0_rep9,39.0,1.0,17.0,226.0,543.0,40.0,1236.0,2102.0
rule5_vs_rule8_HM0.5_0.2_rep1,24.0,1.0,27.0,229.0,581.0,32.0,1165.0,2059.0
rule5_vs_rule9_HM0.2_0.2_rep8,13.0,1.0,21.0,249.0,536.0,54.0,1224.0,2098.0
rule5_vs_rule9_HM0.2_0.2_rep9,20.0,1.0,20.0,258.0,522.0,44.0,1215.0,2080.0
rule5_vs_rule9_HM0.2_0.5_rep1,27.0,1.0,21.0,232.0,558.0,36.0,1190.0,2065.0
rule5_vs_rule9_HM0.2_0.5_rep10,38.0,1.0,21.0,231.0,515.0,30.0,1237.0,2073.0
rule5_vs_rule9_HM0.2_0.5_rep2,27.0,1.0,21.0,224.0,572.0,48.0,1225.0,2118.0
rule5_vs_rule9_HM0.2_0.5_rep3,54.0,1.0,30.0,237.0,556.0,36.0,1189.0,2103.0
rule5_vs_rule9_HM0.2_0.5_rep4,40.0,1.0,22.0,227.0,592.0,32.0,1185.0,2099.0
rule5_vs_rule9_HM0.2_0.5_rep5,40.0,1.0,21.0,226.0,570.0,50.0,1204.0,2112.0
rule5_vs_rule9_HM0.2_0.5_rep6,24.0,1.0,20.0,226.0,603.0,40.0,1175.0,2089.0
rule5_vs_rule9_HM0.2_0.5_rep7,25.0,1.0,14.0,231.0,519.0,62.0,1182.0,2034.0
rule5_vs_rule9_HM0.2_0.5_rep8,35.0,1.0,16.0,232.0,615.0,43.0,1184.0,2126.0
rule5_vs_rule9_HM0.2_0.5_rep9,25.0,1.0,21.0,231.0,551.0,57.0,1249.0,2135.0
rule5_vs_rule9_HM0.2_2.0_rep1,29.0,1.0,14.0,239.0,483.0,56.0,1257.0,2079.0
rule5_vs_rule10_HM0.5_2.0_rep9,20.0,1.0,18.0,253.0,546.0,53.0,1223.0,2114.0
rule5_vs_rule10_HM0.5_5.0_rep1,34.0,1.0,19.0,241.0,562.0,45.0,1186.0,2088.0
rule5_vs_rule10_HM0.5_5.0_rep10,38.0,1.0,17.0,223.0,562.0,47.0,1182.0,2070.0
rule5_vs_rule10_HM0.5_5.0_rep2,40.0,1.0,33.0,224.0,587.0,57.0,1171.0,2113.0
rule5_vs_rule10_HM0.5_5.0_rep3,32.0,1.0,14.0,232.0,561.0,48.0,1223.0,2111.0
rule5_vs_rule10_HM0.5_5.0_rep4,37.0,1.0,38.0,210.0,542.0,40.0,1203.0,2071.0
rule5_vs_rule10_HM0.5_5.0_rep5,32.0,1.0,25.0,232.0,567.0,32.0,1206.0,2095.0
