,CD8_T_cell,M0_macrophage,M1_macrophage,M2_macrophage,exhausted_T_cell,naive_T_cell,tumor,Total de agentes
rule6_vs_rule8_HM5.0_0.5_rep6,40.0,1.0,21.0,221.0,549.0,51.0,1250.0,2133.0
rule6_vs_rule8_HM5.0_5.0_rep2,27.0,1.0,21.0,234.0,521.0,46.0,1276.0,2126.0
rule6_vs_rule8_HM5.0_5.0_rep3,38.0,1.0,26.0,223.0,515.0,45.0,1250.0,2098.0
rule6_vs_rule8_HM5.0_5.0_rep4,34.0,1.0,30.0,216.0,569.0,48.0,1239.0,2137.0
rule6_vs_rule8_HM5.0_5.0_rep5,37.0,1.0,27.0,226.0,594.0,36.0,1167.0,2088.0
rule6_vs_rule8_HM5.0_5.0_rep6,34.0,1.0,23.0,226.0,550.0,56.0,1236.0,2126.0
rule6_vs_rule8_HM5.0_5.0_rep7,17.0,1.0,19.0,226.0,564.0,55.0,1241.0,2123.0
rule6_vs_rule8_HM5.0_5.0_rep8,27.0,1.0,25.0,228.0,541.0,28.0,1249.0,2099.0
rule6_vs_rule8_HM5.0_5.0_rep9,34.0,1.0,15.0,231.0,540.0,33.0,1283.0,2137.0
rule6_vs_rule9_HM0.2_0.2_rep1,40.0,1.0,27.0,225.0,576.0,33.0,1234.0,2136.0
rule6_vs_rule9_HM0.2_0.2_rep10,30.0,1.0,16.0,242.0,557.0,53.0,1193.0,2092.0
rule6_vs_rule9_HM0.2_0.2_rep2,30.0,1.0,18.0,237.0,595.0,51.0,1150.0,2082.0
rule6_vs_rule9_HM0.2_0.2_rep3,27.0,1.0,10.0,220.0,549.0,48.0,1188.0,2043.0
rule6_vs_rule9_HM0.2_0.2_rep4,30.0,1.0,21.0,231.0,511.0,57.0,1215.0,2066.0
rule6_vs_rule9_HM0.2_0.2_rep5,31.0,1.0,23.0,220.0,580.0,32.0,1157.0,2044.0
rule6_vs_rule9_HM0.2_0.2_rep6,45.0,1.0,19.0,222.0,624.0,38.0,1145.0,2094.0
rule6_vs_rule9_HM0.2_0.2_rep7,29.0,1.0,23.0,241.0,537.0,39.0,1266.0,2136.0
rule6_vs_rule9_HM0.2_0.2_rep8,28.0,1.0,30.0,242.0,526.0,42.0,1268.0,2137.0
rule6_vs_rule9_HM0.2_0.2_rep9,20.0,1.0,16.0,221.0,533.0,43.0,1217.0,2051.0
rule6_vs_rule9_HM0.2_0.5_rep1,27.0,1.0,19.0,224.0,608.0,39.0,1137.0,2055.0
rule6_vs_rule9_HM0.2_0.5_rep10,33.0,1.0,24.0,220.0,591.0,42.0,1162.0,2073.0
rule6_vs_rule9_HM0.2_0.5_rep2,38.0,1.0,18.0,227.0,536.0,47.0,1224.0,2091.0
rule6_vs_rule9_HM0.2_0.5_rep3,14.0,1.0,18.0,224.0,607.0,37.0,1153.0,2054.0
rule6_vs_rule9_HM0.2_0.5_rep4,20.0,1.0,22.0,229.0,517.0,52.0,1222.0,2063.0
rule6_vs_rule9_HM0.2_5.0_rep1,30.0,1.0,14.0,239.0,592.0,40.0,1158.0,2074.0
rule6_vs_rule9_HM0.2_5.0_rep10,54.0,1.0,18.0,218.0,533.0,42.0,1178.0,2044.0
rule6_vs_rule9_HM0.2_5.0_rep2,30.0,1.0,17.0,250.0,567.0,47.0,1236.0,2148.0
rule6_vs_rule9_HM0.2_5.0_rep3,22.0,1.0,25.0,227.0,534.0,33.0,1210.0,2052.0
rule6_vs_rule9_HM0.2_5.0_rep4,44.0,1.0,30.0,202.0,592.0,35.0,1136.0,2040.0
rule6_vs_rule9_HM0.2_5.0_rep5,26.0,1.0,17.0,240.0,560.0,49.0,1194.0,2087.0
rule6_vs_rule9_HM0.2_5.0_rep6,24.0,1.0,17.0,226.0,552.0,35.0,1171.0,2026.0
rule6_vs_rule9_HM0.2_5.0_rep7,22.0,1.0,30.0,211.0,570.0,38.0,1248.0,2120.0
rule6_vs_rule9_HM0.2_5.0_rep8,35.0,1.0,11.0,242.0,581.0,50.0,1171.0,2091.0
rule6_vs_rule9_HM0.2_5.0_rep9,33.0,1.0,15.0,242.0,568.0,54.0,1141.0,2054.0
rule6_vs_rule9_HM0.5_0.2_rep1,24.0,1.0,18.0,246.0,535.0,54.0,1207.0,2085.0
rule6_vs_rule9_HM0.5_0.2_rep10,28.0,1.0,21.0,217.0,556.0,39.0,1163.0,2025.0
rule6_vs_rule9_HM0.5_0.2_rep2,20.0,1.0,10.0,226.0,571.0,45.0,1172.0,2045.0
rule6_vs_rule9_HM0.5_0.2_rep3,30.0,1.0,24.0,238.0,525.0,29.0,1243.0,2090.0
rule6_vs_rule9_HM0.5_0.2_rep4,31.0,1.0,24.0,245.0,505.0,48.0,1245.0,2099.0
rule6_vs_rule9_HM0.5_0.2_rep5,40.0,1.0,27.0,213.0,576.0,40.0,1206.0,2103.0
rule6_vs_rule9_HM0.5_0.2_rep6,34.0,1.0,19.0,245.0,593.0,31.0,1172.0,2095.0
rule6_vs_rule9_HM0.5_2.0_rep2,40.0,1.0,25.0,205.0,567.0,36.0,1211.0,2085.0
rule6_vs_rule9_HM0.5_2.0_rep3,38.0,1.0,30.0,207.0,569.0,47.0,1142.0,2034.0
rule6_vs_rule9_HM0.5_2.0_rep4,43.0,1.0,19.0,227.0,529.0,54.0,1211.0,2084.0
rule6_vs_rule9_HM0.5_2.0_rep5,29.0,1.0,21.0,243.0,544.0,53.0,1222.0,2113.0
rule6_vs_rule9_HM0.5_2.0_rep6,47.0,1.0,17.0,226.0,545.0,59.0,1245.0,2140.0
rule6_vs_rule9_HM0.5_2.0_rep7,35.0,1.0,28.0,208.0,601.0,36.0,1151.0,2060.0
rule6_vs_rule9_HM0.5_2.0_rep8,32.0,1.0,14.0,237.0,531.0,56.0,1202.0,2073.0
rule6_vs_rule9_HM0.5_2.0_rep9,34.0,1.0,27.0,210.0,582.0,50.0,1224.0,2128.0
rule6_vs_rule9_HM0.5_5.0_rep1,42.0,1.0,16.0,230.0,562.0,38.0,1187.0,2076.0
rule6_vs_rule9_HM0.5_5.0_rep10,37.0,1.0,18.0,212.0,581.0,38.0,1178.0,2065.0
rule6_vs_rule9_HM0.5_5.0_rep2,38.0,1.0,28.0,206.0,609.0,40.0,1176.0,2098.0
rule6_vs_rule9_HM0.5_5.0_rep3,32.0,1.0,31.0,237.0,569.0,37.0,1228.0,2135.0
rule6_vs_rule9_HM0.5_5.0_rep4,39.0,1.0,22.0,229.0,571.0,37.0,1212.0,2111.0
rule6_vs_rule9_HM0.5_5.0_rep5,18.0,1.0,18.0,237.0,594.0,48.0,1218.0,2134.0
rule6_vs_rule9_HM0.5_5.0_rep6,20.0,1.0,21.0,243.0,530.0,41.0,1260.0,2116.0
rule6_vs_rule9_HM0.5_5.0_rep7,25.0,1.0,17.0,229.0,536.0,39.0,1264.0,2111.0
rule6_vs_rule9_HM0.5_5.0_rep8,37.0,1.0,17.0,240.0,532.0,39.0,1180.0,2046.0
rule6_vs_rule9_HM0.5_5.0_rep9,29.0,1.0,17.0,235.0,561.0,52.0,1147.0,2042.0
rule6_vs_rule9_HM2.0_0.2_rep1,22.0,1.0,21.0,257.0,580.0,53.0,1221.0,2155.0
rule6_vs_rule9_HM2.0_0.2_rep10,41.0,1.0,21.0,222.0,612.0,44.0,1172.0,2113.0
rule6_vs_rule9_HM2.0_0.2_rep2,35.0,1.0,25.0,209.0,566.0,51.0,1207.0,2094.0
rule6_vs_rule9_HM2.0_0.2_rep3,28.0,1.0,17.0,250.0,565.0,40.0,1260.0,2161.0
rule6_vs_rule9_HM2.0_0.2_rep4,37.0,1.0,16.0,220.0,562.0,40.0,1145.0,2021.0
rule6_vs_rule9_HM2.0_2.0_rep1,37.0,1.0,15.0,237.0,540.0,41.0,1209.0,2080.0
rule6_vs_rule9_HM2.0_2.0_rep10,24.0,1.0,14.0,246.0,548.0,43.0,1201.0,2077.0
rule6_vs_rule9_HM2.0_2.0_rep2,30.0,1.0,29.0,216.0,573.0,29.0,1186.0,2064.0
rule6_vs_rule9_HM2.0_2.0_rep3,34.0,1.0,21.0,236.0,535.0,40.0,1234.0,2101.0
rule6_vs_rule9_HM2.0_2.0_rep4,27.0,1.0,19.0,217.0,600.0,44.0,1188.0,2096.0
rule6_vs_rule9_HM2.0_2.0_rep5,31.0,1.0,23.0,237.0,540.0,51.0,1263.0,2146.0
rule6_vs_rule9_HM2.0_2.0_rep6,24.0,1.0,18.0,230.0,579.0,50.0,1197.0,2099.0
rule6_vs_rule9_HM2.0_2.0_rep7,23.0,1.0,24.0,218.0,587.0,44.0,1189.0,2086.0
rule6_vs_rule9_HM2.0_2.0_rep8,22.0,1.0,18.0,243.0,498.0,71.0,1289.0,2142.0
rule6_vs_rule9_HM2.0_2.0_rep9,28.0,1.0,17.0,222.0,516.0,43.0,1232.0,2059.0
rule6_vs_rule9_HM2.0_5.0_rep1,33.0,1.0,28.0,228.0,546.0,43.0,1204.0,2083.0
rule6_vs_rule9_HM2.0_5.0_rep10,30.0,1.0,13.0,236.0,543.0,52.0,1172.0,2047.0
rule6_vs_rule9_HM2.0_5.0_rep2,32.0,1.0,24.0,229.0,543.0,49.0,1229.0,2107.0
rule6_vs_rule9_HM2.0_5.0_rep3,26.0,1.0,17.0,226.0,540.0,36.0,1208.0,2054.0
rule6_vs_rule9_HM2.0_5.0_rep4,32.0,1.0,22.0,255.0,495.0,41.0,1240.0,2086.0
rule6_vs_rule9_HM2.0_5.0_rep5,35.0,1.0,13.0,246.0,546.0,46.0,1210.0,2097.0
rule6_vs_rule9_HM2.0_5.0_rep6,29.0,1.0,13.0,237.0,538.0,58.0,1238.0,2114.0
rule6_vs_rule9_HM5.0_0.5_rep2,32.0,1.0,25.0,227.0,626.0,41.0,1192.0,2144.0
rule6_vs_rule9_HM5.0_0.5_rep3,33.0,1.0,19.0,229.0,570.0,44.0,1164.0,2060.0
rule6_vs_rule9_HM5.0_0.5_rep4,28.0,1.0,22.0,241.0,572.0,36.0,1238.0,2138.0
rule6_vs_rule9_HM5.0_0.5_rep5,32.0,1.0,25.0,225.0,546.0,39.0,1207.0,2075.0
rule6_vs_rule9_HM5.0_0.5_rep6,31.0,1.0,24.0,226.0,576.0,41.0,1196.0,2095.0
rule6_vs_rule9_HM5.0_0.5_rep7,36.0,1.0,10.0,243.0,535.0,45.0,1128.0,1998.0
rule6_vs_rule9_HM5.0_0.5_rep8,38.0,1.0,23.0,213.0,569.0,46.0,1202.0,2092.0
rule6_vs_rule9_HM5.0_0.5_rep9,25.0,1.0,18.0,216.0,633.0,33.0,1179.0,2105.0
rule6_vs_rule9_HM5.0_2.0_rep1,25.0,1.0,27.0,223.0,564.0,34.0,1196.0,2070.0
rule6_vs_rule9_HM5.0_2.0_rep10,44.0,1.0,24.0,222.0,531.0,40.0,1223.0,2085.0
rule6_vs_rule9_HM5.0_2.0_rep2,25.0,1.0,22.0,219.0,503.0,39.0,1272.0,2081.0
rule6_vs_rule9_HM5.0_2.0_rep3,33.0,1.0,15.0,218.0,559.0,49.0,1207.0,2082.0
rule6_vs_rule9_HM5.0_2.0_rep4,38.0,1.0,17.0,234.0,614.0,39.0,1183.0,2126.0
rule6_vs_rule9_HM5.0_2.0_rep5,25.0,1.0,24.0,225.0,569.0,47.0,1207.0,2098.0
rule6_vs_rule9_HM5.0_2.0_rep6,32.0,1.0,26.0,219.0,531.0,29.0,1243.0,2081.0
rule6_vs_rule9_HM5.0_2.0_rep7,28.0,1.0,17.0,226.0,553.0,45.0,1147.0,2017.0
rule6_vs_rule9_HM5.0_2.0_rep8,27.0,1.0,17.0,236.0,604.0,34.0,1169.0,2088.0
rule6_vs_rule9_HM5.0_2.0_rep9,26.0,1.0,18.0,244.0,575.0,42.0,1204.0,2110.0
rule6_vs_rule9_HM5.0_5.0_rep1,29.0,1.0,16.0,236.0,555.0,54.0,1165.0,2056.0
rule6_vs_rule9_HM5.0_5.0_rep10,44.0,1.0,23.0,252.0,511.0,45.0,1254.0,2130.0
rule6_vs_rule9_HM5.0_5.0_rep2,29.0,1.0,22.0,222.0,539.0,44.0,1210.0,2067.0
rule6_vs_rule9_HM5.0_5.0_rep3,37.0,1.0,21.0,239.0,558.0,38.0,1206.0,2100.0
rule6_vs_rule9_HM5.0_5.0_rep4,27.0,1.0,19.0,232.0,567.0,50.0,1234.0,2130.0
rule6_vs_rule10_HM0.2_0.2_rep3,32.0,1.0,16.0,224.0,574.0,37.0,1160.0,2044.0
rule6_vs_rule10_HM0.2_0.2_rep4,34.0,1.0,28.0,218.0,600.0,31.0,1195.0,2107.0
rule6_vs_rule10_HM0.2_0.2_rep5,33.0,1.0,18.0,227.0,589.0,55.0,1164.0,2087.0
rule6_vs_rule10_HM0.2_0.2_rep6,30.0,1.0,21.0,233.0,606.0,39.0,1228.0,2158.0
rule6_vs_rule10_HM0.2_0.2_rep7,29.0,1.0,23.0,243.0,513.0,56.0,1192.0,2057.0
rule6_vs_rule10_HM0.2_0.2_rep8,39.0,1.0,18.0,218.0,611.0,34.0,1173.0,2094.0
rule6_vs_rule10_HM0.2_0.2_rep9,26.0,1.0,14.0,240.0,515.0,49.0,1227.0,2072.0
rule6_vs_rule10_HM0.2_0.5_rep1,29.0,1.0,21.0,230.0,564.0,45.0,1150.0,2040.0
rule6_vs_rule10_HM0.2_0.5_rep10,29.0,1.0,21.0,239.0,534.0,42.0,1243.0,2109.0
rule6_vs_rule10_HM0.2_0.5_rep2,32.0,1.0,21.0,233.0,551.0,50.0,1227.0,2115.0
rule6_vs_rule10_HM0.2_0.5_rep3,36.0,1.0,20.0,216.0,592.0,39.0,1180.0,2084.0
rule6_vs_rule10_HM0.2_0.5_rep4,14.0,1.0,14.0,232.0,535.0,60.0,1250.0,2106.0
rule6_vs_rule10_HM0.2_0.5_rep5,21.0,1.0,15.0,226.0,520.0,63.0,1232.0,2078.0
rule6_vs_rule10_HM0.2_0.5_rep6,37.0,1.0,14.0,232.0,572.0,55.0,1165.0,2076.0
rule6_vs_rule10_HM0.2_5.0_rep2,40.0,1.0,17.0,236.0,543.0,54.0,1212.0,2103.0
rule6_vs_rule10_HM0.2_5.0_rep3,32.0,1.0,33.0,232.0,537.0,23.0,1230.0,2088.0
rule6_vs_rule10_HM0.2_5.0_rep4,31.0,1.0,27.0,230.0,526.0,46.0,1188.0,2049.0
rule6_vs_rule10_HM0.2_5.0_rep5,27.0,1.0,21.0,225.0,542.0,42.0,1195.0,2053.0
rule6_vs_rule10_HM0.2_5.0_rep6,30.0,1.0,13.0,237.0,552.0,35.0,1187.0,2055.0
rule6_vs_rule10_HM0.2_5.0_rep7,28.0,1.0,20.0,235.0,570.0,50.0,1181.0,2085.0
rule6_vs_rule10_HM0.2_5.0_rep8,36.0,1.0,21.0,236.0,585.0,54.0,1200.0,2133.0
rule6_vs_rule10_HM0.2_5.0_rep9,26.0,1.0,28.0,222.0,554.0,32.0,1150.0,2013.0
rule6_vs_rule10_HM0.5_0.2_rep1,39.0,1.0,27.0,238.0,503.0,48.0,1201.0,2057.0
rule6_vs_rule10_HM0.5_0.2_rep10,28.0,1.0,13.0,240.0,533.0,59.0,1257.0,2131.0
rule6_vs_rule10_HM0.5_0.2_rep2,33.0,1.0,11.0,254.0,505.0,56.0,1280.0,2140.0
rule6_vs_rule10_HM0.5_0.2_rep3,32.0,1.0,30.0,221.0,648.0,53.0,1154.0,2139.0
rule6_vs_rule10_HM0.5_0.2_rep4,27.0,1.0,36.0,209.0,596.0,16.0,1218.0,2103.0
rule6_vs_rule10_HM0.5_0.2_rep5,25.0,1.0,21.0,254.0,533.0,55.0,1232.0,2121.0
rule6_vs_rule10_HM0.5_0.2_rep6,25.0,1.0,17.0,227.0,554.0,40.0,1187.0,2051.0
rule6_vs_rule10_HM0.5_0.2_rep7,31.0,1.0,21.0,219.0,588.0,39.0,1216.0,2115.0
rule6_vs_rule10_HM0.5_0.2_rep8,32.0,1.0,29.0,222.0,584.0,30.0,1175.0,2073.0
rule6_vs_rule10_HM0.5_0.2_rep9,31.0,1.0,11.0,221.0,526.0,65.0,1274.0,2129.0
rule6_vs_rule10_HM0.5_0.5_rep1,22.0,1.0,22.0,235.0,545.0,56.0,1194.0,2075.0
rule6_vs_rule10_HM0.5_0.5_rep10,21.0,1.0,24.0,247.0,556.0,42.0,1248.0,2139.0
rule6_vs_rule10_HM0.5_0.5_rep2,28.0,1.0,21.0,227.0,610.0,53.0,1119.0,2059.0
rule6_vs_rule10_HM0.5_0.5_rep3,29.0,1.0,19.0,234.0,555.0,39.0,1197.0,2074.0
rule6_vs_rule10_HM0.5_0.5_rep4,30.0,2.0,15.0,229.0,550.0,61.0,1249.0,2136.0
rule6_vs_rule10_HM0.5_5.0_rep1,42.0,1.0,23.0,252.0,543.0,50.0,1221.0,2132.0
rule6_vs_rule10_HM0.5_5.0_rep10,27.0,1.0,20.0,241.0,564.0,42.0,1205.0,2100.0
rule6_vs_rule10_HM0.5_5.0_rep2,21.0,1.0,16.0,240.0,533.0,48.0,1225.0,2084.0
rule6_vs_rule10_HM0.5_5.0_rep3,20.0,1.0,19.0,229.0,525.0,42.0,1224.0,2060.0
rule6_vs_rule10_HM0.5_5.0_rep4,36.0,1.0,18.0,221.0,569.0,51.0,1198.0,2094.0
rule6_vs_rule10_HM0.5_5.0_rep5,33.0,1.0,35.0,222.0,662.0,26.0,1121.0,2100.0
rule6_vs_rule10_HM0.5_5.0_rep6,42.0,1.0,12.0,235.0,577.0,49.0,1154.0,2070.0
rule6_vs_rule10_HM0.5_5.0_rep7,30.0,1.0,23.0,200.0,571.0,40.0,1152.0,2017.0
rule6_vs_rule10_HM0.5_5.0_rep8,39.0,1.0,19.0,241.0,539.0,57.0,1142.0,2038.0
rule6_vs_rule10_HM0.5_5.0_rep9,21.0,1.0,16.0,218.0,541.0,42.0,1182.0,2021.0
rule6_vs_rule10_HM2.0_0.2_rep1,13.0,1.0,14.0,244.0,528.0,58.0,1213.0,2071.0
rule6_vs_rule10_HM2.0_0.2_rep10,37.0,1.0,17.0,222.0,552.0,33.0,1157.0,2019.0
rule6_vs_rule10_HM2.0_0.2_rep2,32.0,1.0,15.0,224.0,521.0,55.0,1267.0,2115.0
rule6_vs_rule10_HM2.0_0.2_rep3,19.0,1.0,22.0,228.0,534.0,56.0,1237.0,2097.0
rule6_vs_rule10_HM2.0_0.2_rep4,32.0,1.0,9.0,235.0,603.0,47.0,1116.0,2043.0
rule6_vs_rule10_HM2.0_0.2_rep5,27.0,1.0,24.0,221.0,605.0,39.0,1225.0,2142.0
rule6_vs_rule10_HM2.0_0.2_rep6,33.0,1.0,23.0,234.0,548.0,51.0,1239.0,2129.0
rule6_vs_rule10_HM2.0_2.0_rep2,34.0,1.0,22.0,230.0,578.0,49.0,1202.0,2116.0
rule6_vs_rule10_HM2.0_2.0_rep3,44.0,1.0,18.0,216.0,555.0,41.0,1182.0,2057.0
rule6_vs_rule10_HM2.0_2.0_rep4,45.0,1.0,21.0,225.0,527.0,35.0,1171.0,2025.0
rule6_vs_rule10_HM2.0_2.0_rep5,33.0,1.0,17.0,239.0,564.0,38.0,1151.0,2043.0
rule6_vs_rule10_HM2.0_2.0_rep6,26.0,1.0,16.0,238.0,649.0,47.0,1110.0,2087.0
rule6_vs_rule10_HM2.0_2.0_rep7,25.0,1.0,29.0,221.0,621.0,29.0,1179.0,2105.0
rule6_vs_rule10_HM2.0_2.0_rep8,47.0,1.0,26.0,209.0,509.0,41.0,1246.0,2079.0
rule6_vs_rule10_HM2.0_2.0_rep9,45.0,1.0,28.0,225.0,580.0,25.0,1195.0,2099.0
rule6_vs_rule10_HM2.0_5.0_rep1,37.0,1.0,21.0,232.0,539.0,44.0,1240.0,2114.0
rule6_vs_rule10_HM2.0_5.0_rep10,24.0,1.0,34.0,224.0,570.0,34.0,1205.0,2092.0
rule6_vs_rule10_HM2.0_5.0_rep2,32.0,1.0,27.0,210.0,569.0,32.0,1196.0,2067.0
rule6_vs_rule10_HM2.0_5.0_rep3,45.0,1.0,24.0,226.0,590.0,49.0,1186.0,2121.0
rule6_vs_rule10_HM2.0_5.0_rep4,30.0,1.0,20.0,221.0,562.0,48.0,1237.0,2119.0
rule6_vs_rule10_HM2.0_5.0_rep5,36.0,1.0,23.0,231.0,545.0,47.0,1215.0,2098.0
rule6_vs_rule10_HM2.0_5.0_rep6,24.0,2.0,22.0,223.0,545.0,55.0,1216.0,2087.0
rule6_vs_rule10_HM2.0_5.0_rep7,39.0,1.0,22.0,235.0,552.0,38.0,1192.0,2079.0
rule6_vs_rule10_HM2.0_5.0_rep8,25.0,1.0,18.0,248.0,498.0,39.0,1256.0,2085.0
rule6_vs_rule10_HM2.0_5.0_rep9,35.0,1.0,17.0,232.0,544.0,32.0,1193.0,2054.0
rule6_vs_rule10_HM5.0_0.2_rep1,35.0,1.0,30.0,238.0,553.0,42.0,1259.0,2158.0
rule6_vs_rule10_HM5.0_0.2_rep10,46.0,1.0,22.0,233.0,560.0,36.0,1162.0,2060.0
rule6_vs_rule10_HM5.0_0.2_rep2,20.0,1.0,16.0,242.0,569.0,55.0,1217.0,2120.0
rule6_vs_rule10_HM5.0_0.2_rep3,24.0,1.0,15.0,228.0,566.0,53.0,1201.0,2088.0
rule6_vs_rule10_HM5.0_0.2_rep4,30.0,1.0,19.0,229.0,536.0,51.0,1206.0,2072.0
rule7_vs_rule8_HM0.2_0.2_rep4,19.0,1.0,12.0,224.0,560.0,52.0,1195.0,2063.0
rule7_vs_rule8_HM0.2_0.2_rep5,26.0,1.0,21.0,247.0,544.0,48.0,1237.0,2124.0
rule7_vs_rule8_HM0.2_0.2_rep6,34.0,1.0,22.0,212.0,586.0,37.0,1234.0,2126.0
rule7_vs_rule8_HM0.2_0.2_rep7,30.0,1.0,20.0,241.0,545.0,44.0,1211.0,2092.0
rule7_vs_rule8_HM0.2_0.2_rep8,26.0,1.0,19.0,236.0,581.0,48.0,1194.0,2105.0
rule7_vs_rule8_HM0.2_0.2_rep9,34.0,1.0,21.0,225.0,586.0,34.0,1130.0,2031.0
rule7_vs_rule8_HM0.2_0.5_rep1,26.0,1.0,21.0,232.0,570.0,44.0,1134.0,2028.0
rule7_vs_rule8_HM0.2_0.5_rep10,31.0,1.0,25.0,222.0,557.0,42.0,1240.0,2118.0
rule7_vs_rule8_HM0.2_0.5_rep2,26.0,1.0,24.0,233.0,630.0,38.0,1173.0,2125.0
rule7_vs_rule8_HM0.2_0.5_rep3,19.0,1.0,28.0,225.0,572.0,34.0,1201.0,2080.0
rule7_vs_rule8_HM0.2_0.5_rep4,39.0,1.0,17.0,227.0,493.0,55.0,1273.0,2105.0
rule7_vs_rule8_HM0.2_0.5_rep5,25.0,1.0,13.0,235.0,500.0,56.0,1289.0,2119.0
rule7_vs_rule8_HM0.2_0.5_rep6,30.0,1.0,17.0,237.0,529.0,40.0,1245.0,2099.0
rule7_vs_rule8_HM0.2_0.5_rep7,40.0,1.0,23.0,226.0,551.0,50.0,1265.0,2156.0
rule7_vs_rule8_HM0.2_0.5_rep8,27.0,1.0,16.0,238.0,533.0,35.0,1182.0,2032.0
rule7_vs_rule8_HM0.2_0.5_rep9,32.0,1.0,17.0,228.0,521.0,56.0,1218.0,2073.0
rule7_vs_rule8_HM0.2_2.0_rep1,33.0,1.0,13.0,235.0,525.0,44.0,1188.0,2039.0
rule7_vs_rule8_HM0.2_2.0_rep10,22.0,1.0,23.0,233.0,533.0,39.0,1220.0,2071.0
rule7_vs_rule8_HM0.2_2.0_rep2,23.0,1.0,19.0,231.0,559.0,46.0,1212.0,2091.0
rule7_vs_rule8_HM0.2_2.0_rep3,44.0,1.0,23.0,240.0,573.0,44.0,1192.0,2117.0
rule7_vs_rule8_HM0.2_2.0_rep4,29.0,1.0,26.0,222.0,622.0,34.0,1133.0,2067.0
rule7_vs_rule8_HM0.5_0.2_rep1,36.0,1.0,23.0,228.0,509.0,47.0,1171.0,2015.0
rule7_vs_rule8_HM0.5_0.2_rep10,36.0,1.0,27.0,213.0,619.0,23.0,1110.0,2029.0
rule7_vs_rule8_HM0.5_0.2_rep2,49.0,1.0,18.0,231.0,556.0,35.0,1197.0,2087.0
rule7_vs_rule8_HM0.5_0.2_rep3,55.0,1.0,14.0,244.0,539.0,46.0,1212.0,2111.0
rule7_vs_rule8_HM0.5_0.2_rep4,31.0,1.0,25.0,230.0,525.0,47.0,1296.0,2155.0
rule7_vs_rule8_HM0.5_0.2_rep5,15.0,1.0,17.0,235.0,548.0,52.0,1216.0,2084.0
rule7_vs_rule8_HM0.5_0.2_rep6,28.0,1.0,20.0,219.0,558.0,44.0,1188.0,2058.0
rule7_vs_rule8_HM0.5_0.2_rep7,29.0,1.0,17.0,224.0,553.0,43.0,1199.0,2066.0
rule7_vs_rule8_HM0.5_0.2_rep8,18.0,1.0,18.0,246.0,632.0,34.0,1138.0,2087.0
rule7_vs_rule8_HM0.5_0.2_rep9,38.0,1.0,23.0,211.0,576.0,41.0,1188.0,2078.0
rule7_vs_rule8_HM0.5_0.5_rep1,32.0,1.0,25.0,219.0,578.0,47.0,1176.0,2078.0
rule7_vs_rule8_HM0.5_0.5_rep10,24.0,1.0,14.0,232.0,593.0,44.0,1158.0,2066.0
rule7_vs_rule8_HM0.5_0.5_rep2,28.0,1.0,18.0,230.0,557.0,46.0,1189.0,2069.0
rule7_vs_rule8_HM0.5_0.5_rep3,19.0,1.0,18.0,239.0,580.0,42.0,1236.0,2135.0
rule7_vs_rule8_HM0.5_0.5_rep4,25.0,1.0,16.0,223.0,555.0,32.0,1245.0,2097.0
rule7_vs_rule8_HM0.5_0.5_rep5,24.0,1.0,26.0,230.0,540.0,44.0,1279.0,2144.0
rule7_vs_rule8_HM0.5_0.5_rep6,35.0,1.0,18.0,216.0,647.0,41.0,1183.0,2141.0
rule7_vs_rule8_HM0.5_5.0_rep2,36.0,1.0,29.0,235.0,621.0,21.0,1165.0,2108.0
rule7_vs_rule8_HM0.5_5.0_rep3,35.0,1.0,18.0,240.0,560.0,40.0,1192.0,2086.0
rule7_vs_rule8_HM0.5_5.0_rep4,30.0,1.0,24.0,236.0,533.0,48.0,1187.0,2059.0
rule7_vs_rule8_HM0.5_5.0_rep5,19.0,1.0,21.0,244.0,509.0,52.0,1271.0,2117.0
rule7_vs_rule8_HM0.5_5.0_rep6,41.0,1.0,21.0,231.0,503.0,42.0,1249.0,2088.0
rule7_vs_rule8_HM0.5_5.0_rep7,28.0,1.0,18.0,227.0,555.0,38.0,1173.0,2040.0
rule7_vs_rule8_HM0.5_5.0_rep8,15.0,1.0,11.0,241.0,575.0,66.0,1183.0,2092.0
rule7_vs_rule8_HM0.5_5.0_rep9,27.0,1.0,17.0,228.0,522.0,54.0,1257.0,2106.0
rule7_vs_rule8_HM2.0_0.2_rep1,23.0,1.0,26.0,230.0,500.0,33.0,1245.0,2058.0
rule7_vs_rule8_HM2.0_0.2_rep10,27.0,1.0,25.0,228.0,529.0,46.0,1261.0,2117.0
rule7_vs_rule8_HM2.0_0.2_rep2,16.0,1.0,18.0,235.0,564.0,52.0,1219.0,2105.0
rule7_vs_rule8_HM2.0_0.2_rep3,19.0,1.0,20.0,243.0,527.0,46.0,1209.0,2065.0
rule7_vs_rule8_HM2.0_0.2_rep4,30.0,1.0,14.0,227.0,606.0,28.0,1116.0,2022.0
rule7_vs_rule8_HM2.0_0.2_rep5,40.0,1.0,26.0,229.0,543.0,29.0,1192.0,2060.0
rule7_vs_rule8_HM2.0_0.2_rep6,34.0,1.0,23.0,219.0,606.0,34.0,1213.0,2130.0
rule7_vs_rule8_HM2.0_0.2_rep7,18.0,1.0,22.0,236.0,579.0,33.0,1184.0,2073.0
rule7_vs_rule8_HM2.0_0.2_rep8,25.0,1.0,21.0,244.0,576.0,38.0,1167.0,2072.0
